copyright 2017 martin lurie GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),CO₂ in g/km (Instantaneous)(g/km),Engine Coolant Temperature(°F),Engine Oil Temperature(°F),Engine RPM(rpm),Fuel pressure(psi),GPS Latitude(°),GPS Longitude(°),Kilometers Per Litre(Instant)(kpl),Mass Air Flow Rate(g/s),NOx Post SCR(ppm),Speed (OBD)(mph)
Fri May 05 18:49:09 EDT 2017,05-May-2017 18:50:36.290,-71.23020843,42.29934389,0.0,9.0,36.0,0.0,-0.33758244,4.44663095,7.90984392,-0.05538177,-,-0.07340166,-0.03209353,0.44369608,0.7124666,-,999.59472656,-,-,-,-,-,42.29934311,-71.23020935,-,-,-,0
Fri May 05 18:49:10 EDT 2017,05-May-2017 18:50:37.254,-71.23021352,42.29933454,0.0,7.0,36.0,0.0,-0.35733461,4.37899494,7.94575691,-0.05545914,-,-0.0675827,-0.02538195,0.43875393,0.7219848,-,999.5612793,-,141.80000305,-,-,-,42.29933548,-71.23021698,-,3.95000005,-,0
Fri May 05 18:49:11 EDT 2017,05-May-2017 18:50:38.253,-71.23021934,42.29931346,0.0,6.0,35.0,0.0,-0.24959552,4.36582661,7.9816699,-0.05555682,-,-0.07194737,-0.02544297,0.44503838,0.71362585,-,999.50317383,-,141.80000305,-,978,-,42.29931259,-71.23021698,-,3.95000005,-,0
Fri May 05 18:49:12 EDT 2017,05-May-2017 18:50:39.253,-71.23022203,42.29930382,0.0,6.0,34.0,0.0,-0.25019407,4.40533113,7.99004984,-0.05376675,30.58823586,-0.07276507,-0.03020209,0.45144489,0.70898879,14.60982895,999.5769043,-,141.80000305,-,978,-,42.29930496,-71.23022461,-,3.95000005,-,0
Fri May 05 18:49:13 EDT 2017,05-May-2017 18:50:40.253,-71.23022201,42.29930468,0.0,5.0,34.0,0.0,-0.07661445,4.16531229,7.60578012,-0.06785542,30.58823586,-0.11570208,-0.00780983,0.42459857,0.67530888,14.60982895,999.59838867,-,141.80000305,-,984,-,42.29930496,-71.23022461,-,3.99000001,-,0
Fri May 05 18:49:14 EDT 2017,05-May-2017 18:50:41.253,-71.230222,42.29930441,0.0,4.0,34.0,0.0,-0.17238252,4.19942999,8.01518917,-0.05843997,40,-0.0771248,-0.01757212,0.42807645,0.71704268,14.61072731,999.54199219,-,143.6000061,-,2383,-,42.29930496,-71.23022461,-,5.11999989,-,0
Fri May 05 18:49:15 EDT 2017,05-May-2017 18:50:42.253,-71.23022231,42.29930381,0.0,4.0,34.0,0.0,-0.32142156,4.44902515,7.90505552,-0.05574715,31.37254906,-0.07591234,-0.04838435,0.44345203,0.70892775,29.39955139,999.6003418,-,143.6000061,-,2383,-,42.29930496,-71.23022461,-,5.11999989,-,0
Fri May 05 18:49:16 EDT 2017,05-May-2017 18:50:43.254,-71.23022245,42.29930351,0.0,4.0,34.0,0.0,-0.32980129,4.48314285,7.726089,-0.05912316,31.37254906,-0.08850952,-0.03361889,0.45699722,0.68757278,13.77900696,999.62426758,-,143.6000061,-,981,-,42.29930496,-71.23022461,-,5.17000008,-,0
Fri May 05 18:49:17 EDT 2017,05-May-2017 18:50:44.254,-71.23022249,42.29930365,0.0,4.0,34.0,0.0,-0.24540567,4.50229645,7.87632513,-0.05111718,31.37254906,-0.07454143,-0.02501587,0.45894966,0.70288736,13.77138042,999.60571289,-,143.6000061,-,983,-,42.29930496,-71.23022461,-,5.05999994,-,0
Fri May 05 18:49:18 EDT 2017,05-May-2017 18:50:45.253,-71.23022244,42.2993037,0.0,4.0,34.0,0.0,-0.63326633,4.44184256,7.86016417,-0.0584119,31.37254906,-0.06215214,-0.03276468,0.46078008,0.7158224,13.51971054,999.62280273,-,143.6000061,-,981,-,42.29930496,-71.23022461,-,5.11999989,-,0
Fri May 05 18:49:19 EDT 2017,05-May-2017 18:50:46.253,-71.23022247,42.29930364,0.0,4.0,34.0,0.0,1.23959792,5.11940193,6.96473265,-0.09086132,30.98039246,-0.10955722,0.12636064,0.52185541,0.60996252,14.0688076,999.66308594,-,143.6000061,-,969,-,42.29930496,-71.23022461,-,4.03000021,-,0
Fri May 05 18:49:19 EDT 2017,05-May-2017 18:50:47.254,-71.23022247,42.29930364,0.0,4.0,34.0,0.0,-0.48123455,5.5383873,6.50684166,-0.10859549,30.98039246,-0.04335123,-0.08499294,0.58134437,0.65456402,14.71659851,999.70019531,-,143.6000061,-,967,-,42.29930496,-71.23022461,-,4.07000017,-,0
Fri May 05 18:49:21 EDT 2017,05-May-2017 18:50:48.254,-71.23022255,42.29930345,0.0,4.0,34.0,0.0,1.04566765,5.12179613,7.49145699,-0.03643205,30.98039246,-0.07094288,0.05149608,0.57743949,0.62558222,14.53760433,999.71679688,-,143.6000061,-,975,-,42.29930496,-71.23022461,-,4.07000017,-,0
Fri May 05 18:49:22 EDT 2017,05-May-2017 18:50:49.255,-71.23022266,42.29930322,0.0,4.0,34.0,0.0,1.43652105,4.19883108,8.02177238,-0.05200139,30.98039246,-0.06517769,0.14643435,0.42801538,0.71771377,14.51651955,999.70263672,-,143.6000061,-,971,-,42.29930496,-71.23022461,-,4.23000002,-,0
Fri May 05 18:49:23 EDT 2017,05-May-2017 18:50:50.255,-71.2302227,42.299303,0.0,5.0,34.0,0.0,1.4634558,4.61123228,7.66443825,-0.05708605,30.98039246,-0.05016455,0.15046129,0.48817551,0.70038575,14.47120953,999.68945312,-,143.6000061,-,968,-,42.29930115,-71.23022461,-,4.07000017,-,0
Fri May 05 18:49:24 EDT 2017,05-May-2017 18:50:51.253,-71.23022237,42.29930371,0.0,6.0,34.0,0.0,0.56263739,5.96395636,7.18260527,-0.02760398,30.58823586,-0.08651955,0.07571876,0.58781189,0.59470892,14.40212345,999.90844727,-,143.6000061,-,960,-,42.29930496,-71.23022461,-,3.95000005,-,0
Fri May 05 18:49:24 EDT 2017,05-May-2017 18:50:52.253,-71.23022237,42.29930371,0.0,6.0,34.0,0.0,0.11911154,4.43465996,8.07683945,-0.0377945,30.58823586,-0.06033425,0.01214185,0.45205504,0.72332716,14.48825645,999.68554688,-,143.6000061,-,956,-,42.29930496,-71.23022461,-,3.99000001,-,0
Fri May 05 18:49:26 EDT 2017,05-May-2017 18:50:53.254,-71.23022201,42.29930441,0.0,6.0,34.0,0.0,-0.24660277,4.4143095,7.90924549,-0.05624968,30.98039246,-0.08146045,-0.03203251,0.44888228,0.70038575,14.4770422,999.72436523,-,143.6000061,-,963,-,42.29930496,-71.23022461,-,3.99000001,-,0
Fri May 05 18:49:27 EDT 2017,05-May-2017 18:50:54.252,-71.23022199,42.29930446,0.0,6.0,34.0,0.0,-5.86220264,2.54683208,7.5884223,0.03036469,30.98039246,0.1678475,-0.45809543,0.20586228,0.95390022,14.49992085,999.64599609,-,143.6000061,-,939,-,42.29930496,-71.23022461,-,3.91000009,-,0
Fri May 05 18:49:28 EDT 2017,05-May-2017 18:50:55.253,-71.23022174,42.29930478,0.0,5.0,34.0,0.0,-0.9475053,0.32561144,9.11173344,-0.04658109,30.98039246,-0.06526181,-0.09658565,0.03319179,0.82882088,14.49992085,999.63476562,-,145.3999939,-,948,-,42.29930496,-71.23022461,-,3.91000009,-,0
Fri May 05 18:49:29 EDT 2017,05-May-2017 18:50:56.253,-71.230222,42.29930428,0.0,4.0,34.0,0.0,-0.54647654,1.26413846,9.34816074,-0.01779282,30.58823586,-0.03078938,-0.08450483,0.04344219,0.86420923,14.58515644,999.68701172,-,145.3999939,-,948,-,42.29930496,-71.23022461,-,3.86999989,-,0
Fri May 05 18:49:30 EDT 2017,05-May-2017 18:50:57.252,-71.23022194,42.29930418,0.0,4.0,34.0,0.0,-0.44532153,2.3241713,8.34498978,-0.05048924,30.58823586,-0.11549426,-0.04539465,0.23691857,0.75066149,14.50395775,999.72827148,-,145.3999939,-,949,-,42.29930496,-71.23022461,-,3.95000005,-,0
Fri May 05 18:49:31 EDT 2017,05-May-2017 18:50:58.254,-71.23022195,42.29930419,0.0,4.0,34.0,0.0,8.91600704,-0.23702596,5.74728107,-0.04201788,30.58823586,0.08196937,0.90886921,-0.02416167,0.48585942,14.55509949,999.63891602,-,145.3999939,-,946,-,42.29930496,-71.23022461,-,3.95000005,-,0
Fri May 05 18:49:32 EDT 2017,05-May-2017 18:50:59.252,-71.23022184,42.29930404,0.0,4.0,34.0,0.0,6.3362546,0.25797522,6.44638824,-0.05921519,30.58823586,-0.07790027,0.64589751,0.02629717,0.55712414,14.60130501,999.63037109,-,145.3999939,-,951,-,42.29930496,-71.23022461,-,3.86999989,-,0
Fri May 05 18:49:33 EDT 2017,05-May-2017 18:51:00.252,-71.23022187,42.29930389,0.0,5.0,34.0,0.0,6.98747778,0.03711013,5.85861158,-0.05147529,30.58823586,-0.01504217,0.75822484,0.19695421,0.49647593,14.5070982,999.73632812,-,145.3999939,-,952,-,42.29930496,-71.23022461,-,3.95000005,-,0
Fri May 05 18:49:34 EDT 2017,05-May-2017 18:51:01.252,-71.23022188,42.29930398,0.0,4.0,34.0,0.0,4.51426744,0.25438392,7.90505552,0.02274229,30.58823586,-0.06029053,0.46364775,0.03032411,0.71643251,14.49588299,999.67211914,-,147.19999695,-,936,-,42.29930496,-71.23022461,-,3.86999989,-,0
Fri May 05 18:49:35 EDT 2017,05-May-2017 18:51:02.254,-71.23022175,42.29930425,0.0,4.0,34.0,0.0,4.52204847,0.17956513,8.22109032,-0.04488796,30.58823586,-0.04305468,0.46096313,0.01830429,0.73803163,14.69551373,999.74780273,-,147.19999695,-,945,-,42.29930496,-71.23022461,-,3.78999996,-,0
Fri May 05 18:49:36 EDT 2017,05-May-2017 18:51:03.253,-71.23022167,42.29930437,0.0,4.0,34.0,0.0,4.55796146,0.12090719,8.22707558,-0.022174,30.58823586,-0.04084644,0.46462399,0.01232489,0.73864174,14.48018169,999.66625977,-,147.19999695,-,932,-,42.29930496,-71.23022461,-,3.99000001,-,0
Fri May 05 18:49:37 EDT 2017,05-May-2017 18:51:04.254,-71.23022152,42.29930456,0.0,4.0,34.0,0.0,4.32692099,0.2681506,7.42621517,-0.1044454,31.37254906,-0.09336247,0.44967544,0.02953093,0.68635249,14.58246326,999.70654297,-,147.19999695,-,920,-,42.29930496,-71.23022461,-,3.86999989,-,0
Fri May 05 18:49:38 EDT 2017,05-May-2017 18:51:05.252,-71.23022152,42.29930458,0.0,4.0,34.0,0.0,4.4041338,0.05207389,8.0971899,-0.05509843,31.37254906,-0.06006948,0.44894329,0.00530825,0.72540158,14.56093121,999.65966797,-,147.19999695,-,906,-,42.29930496,-71.23022461,-,4.46000004,-,0
Fri May 05 18:49:39 EDT 2017,05-May-2017 18:51:06.252,-71.23022148,42.29930453,0.0,4.0,34.0,0.0,4.58729029,0.01017536,8.46709442,-0.06627579,30.98039246,-0.02182217,0.47743699,0.03276468,0.75273609,14.58964252,999.70166016,-,147.19999695,-,911,-,42.29930496,-71.23022461,-,4.76000023,-,0
Fri May 05 18:49:40 EDT 2017,05-May-2017 18:51:07.252,-71.23022149,42.29930453,0.0,4.0,34.0,0.0,4.5370121,0.32680854,7.79791498,-0.08546315,30.98039246,-0.07943423,0.46248847,0.03331381,0.69489449,14.58515644,999.67114258,-,147.19999695,-,925,-,42.29930496,-71.23022461,-,4.76000023,-,0
Fri May 05 18:49:41 EDT 2017,05-May-2017 18:51:08.254,-71.23022148,42.29930449,0.0,4.0,34.0,0.0,4.279037,0.27593175,7.59201336,-0.09218967,31.37254906,-0.11088603,0.43619132,0.0281276,0.67390549,14.50395775,999.60058594,-,147.19999695,-,929,-,42.29930496,-71.23022461,-,4.55999994,-,0
Fri May 05 18:49:42 EDT 2017,05-May-2017 18:51:09.255,-71.23022132,42.29930458,0.0,4.0,34.0,0.0,4.58669186,-0.01496376,8.75499725,0.02651483,31.37254906,-0.00688371,0.47267786,0.01311808,0.77293181,14.54881954,999.64892578,-,147.19999695,-,916,-,42.29930496,-71.23022461,-,4.55999994,-,0
Fri May 05 18:49:43 EDT 2017,05-May-2017 18:51:10.252,-71.23022129,42.2993046,0.0,4.0,34.0,0.0,4.36343241,0.29568392,7.72908163,-0.06683988,30.58823586,-0.0944273,0.44479433,0.03014107,0.68787783,14.43801212,999.71508789,-,147.19999695,-,947,-,42.29930496,-71.23022461,-,3.95000005,-,0
Fri May 05 18:49:44 EDT 2017,05-May-2017 18:51:11.252,-71.23022127,42.29930467,0.0,4.0,34.0,0.0,4.43166733,0.24899697,7.75182676,-0.06610768,30.58823586,-0.08912177,0.45174995,0.02538195,0.69019639,14.53222084,999.69775391,-,147.19999695,-,924,-,42.29930496,-71.23022461,-,3.6400001,-,0
Fri May 05 18:49:45 EDT 2017,05-May-2017 18:51:12.252,-71.23022123,42.29930472,0.0,4.0,34.0,0.0,4.34547615,0.25318682,7.74943256,-0.07496041,30.58823586,-0.10654569,0.43692347,0.0242837,0.67860365,14.40526485,999.71948242,-,147.19999695,-,920,-,42.29930496,-71.23022461,-,3.71000004,-,0
Fri May 05 18:49:46 EDT 2017,05-May-2017 18:51:13.252,-71.23022128,42.29930471,0.0,4.0,34.0,0.0,4.32512522,0.23163901,7.62194109,-0.08735466,30.58823586,-0.10604935,0.44088939,0.02361254,0.67695624,14.56093121,999.6887207,-,147.19999695,-,915,-,42.29930496,-71.23022461,-,3.67000008,-,0
Fri May 05 18:49:47 EDT 2017,05-May-2017 18:51:14.253,-71.23022135,42.29930463,0.0,4.0,34.0,0.0,4.51366854,0.16340427,8.31326675,-0.01074338,30.58823586,-0.08263642,-0.0054303,0.0004271,-0.02147707,14.56541634,999.66723633,-,147.19999695,-,925,-,42.29930496,-71.23022461,-,3.5999999,-,0
Fri May 05 18:49:48 EDT 2017,05-May-2017 18:51:15.252,-71.23022139,42.29930463,0.0,4.0,34.0,0.0,4.34547615,0.25558102,7.66623402,-0.0129698,30.58823586,-0.11290821,-0.01879244,0.00451506,-0.04881145,14.55734158,999.70336914,-,147.19999695,-,918,-,42.29930496,-71.23022461,-,3.6400001,-,0
Fri May 05 18:49:49 EDT 2017,05-May-2017 18:51:16.251,-71.23022142,42.29930461,0.0,4.0,34.0,0.0,4.29340219,0.22685061,7.55610037,-0.00783105,30.58823586,-0.11349519,-0.01665693,0.00280666,-0.0506419,14.56855679,999.63256836,-,147.19999695,-,912,-,42.29930496,-71.23022461,-,3.67000008,-,0
Fri May 05 18:49:50 EDT 2017,05-May-2017 18:51:17.256,-71.2302214,42.29930471,0.0,4.0,34.0,0.0,4.50050068,0.2124854,8.12053394,0.00821722,30.58823586,-0.04943406,0.00506415,0.00048811,0.01067746,14.58964252,999.69433594,-,147.19999695,-,922,-,42.29930496,-71.23022461,-,3.5999999,-,0
Fri May 05 18:49:51 EDT 2017,05-May-2017 18:51:18.254,-71.23022132,42.29930498,0.0,4.0,34.0,0.0,4.50109911,0.18315643,8.18757153,0.01416457,30.58823586,-0.07205082,0.00780982,-0.00146434,-0.01677893,14.47928429,999.69970703,-,149,-,915,-,42.29930496,-71.23022461,-,3.49000001,-,0
Fri May 05 18:49:52 EDT 2017,05-May-2017 18:51:19.253,-71.23022126,42.29930508,0.0,4.0,34.0,0.0,5.54676676,1.99556708,7.33104563,0.05701478,38.03921509,-0.0407449,0.11110704,0.18310395,-0.07358326,15.16027164,999.61743164,-,149,-,1523,-,42.29930496,-71.23022461,-,42.81999969,-,0
Fri May 05 18:49:53 EDT 2017,05-May-2017 18:51:20.254,-71.23021857,42.29930591,0.39,4.0,34.0,309.7,4.73573112,0.78769237,8.08043098,0.00014583,30.58823586,-0.07088828,0.03325281,0.05076391,-0.03355786,13.50400925,999.64453125,-,149,-,1585,-,42.29930496,-71.23021698,-,3.86999989,-,2.48548484
Fri May 05 18:49:54 EDT 2017,05-May-2017 18:51:21.254,-71.23020439,42.29930709,1.35,4.0,33.0,40.3,3.19985056,-0.04548983,8.87171459,0.01123658,30.98039246,-0.06866634,-0.1291063,-0.02959194,0.05143503,16.47693825,999.74487305,-,149,-,949,-,42.29930878,-71.23020172,-,4.07000017,-,2.48548484
Fri May 05 18:49:55 EDT 2017,05-May-2017 18:51:22.252,-71.23019614,42.29931166,1.06,4.0,32.0,29.4,3.54401708,0.12150574,8.20612621,-0.02717108,30.58823586,-0.08842089,-0.09304684,-0.00793186,0.01561965,14.49274349,999.70117188,-,149,-,916,-,42.29931259,-71.23019409,-,4.07000017,-,0.62137121
Fri May 05 18:49:56 EDT 2017,05-May-2017 18:51:23.255,-71.23019835,42.29930521,0.0,4.0,32.0,0.0,5.08887577,0.2669535,7.36935282,-0.02512109,30.58823586,-0.04608056,0.03727972,0.00244057,-0.00408797,14.6264286,999.76049805,-,149,-,933,-,42.29930496,-71.23020172,-,4.03000021,-,0
Fri May 05 18:49:57 EDT 2017,05-May-2017 18:51:24.253,-71.23019356,42.29931225,0.0,4.0,32.0,0.0,4.70759916,0.4878186,7.83083534,-0.01613398,30.58823586,-0.06696561,0.02556498,0.0294089,-0.0226363,14.95077133,999.71411133,-,149,-,1598,-,42.29931259,-71.23019409,-,3.86999989,-,0
Fri May 05 18:49:58 EDT 2017,05-May-2017 18:51:25.254,-71.23018663,42.29931701,0.0,3.0,31.0,0.0,5.62996531,1.01813424,6.63552999,0.05077237,31.37254906,-0.10657866,0.11958803,0.08346757,-0.1444819,17.61640167,999.70898438,-,149,-,1081,-,42.29931641,-71.23018646,-,8.46000004,-,0
Fri May 05 18:49:59 EDT 2017,05-May-2017 18:51:26.253,-71.23018477,42.29932081,0.73,3.0,32.0,29.4,5.18703794,0.88884741,7.13591814,-0.03460521,35.68627548,0.02179535,0.40165722,0.12617759,-0.28310642,14.57797813,999.71289062,-,149,-,1256,-,42.29932022,-71.23018646,-,18.34000015,-,4.34959841
Fri May 05 18:50:00 EDT 2017,05-May-2017 18:51:27.256,-71.23018286,42.29932768,0.69,4.0,32.0,29.4,4.92786551,1.82737446,7.46751499,-0.00758821,32.94117737,-0.06883138,0.04801823,0.16595893,-0.05967201,13.19895554,999.69995117,-,150.80000305,-,1463,-,42.29932785,-71.23018646,-,9.22999954,-,7.45645428
Fri May 05 18:50:01 EDT 2017,05-May-2017 18:51:28.252,-71.2301834,42.29935997,1.84,4.0,33.0,352.3,4.82491493,1.19889653,8.02955437,-0.0129432,32.94117737,-0.03697048,0.03752378,0.1018939,-0.00237952,14.31374741,999.70166016,-,150.80000305,-,1598,-,42.29935837,-71.23018646,-,9.31000042,-,7.45645428
Fri May 05 18:50:02 EDT 2017,05-May-2017 18:51:29.254,-71.23019025,42.29940432,3.43,3.0,33.0,337.9,3.89476752,1.17375743,8.30728149,0.0012441,31.37254906,-0.11566214,-0.03062923,0.10671403,-0.05546199,15.12976646,999.68530273,-,150.80000305,-,1176,-,42.29940414,-71.23018646,-,4.55999994,-,6.83508301
Fri May 05 18:50:03 EDT 2017,05-May-2017 18:51:30.255,-71.23021009,42.29941796,2.36,3.0,33.0,318.9,2.71203208,0.03471592,8.84597683,0.01120237,30.98039246,-0.05651381,-0.17785673,-0.01677894,0.08084397,13.97415161,999.71704102,-,150.80000305,-,891,-,42.2994194,-71.23020935,-,4.80999994,-,3.72822714
Fri May 05 18:50:04 EDT 2017,05-May-2017 18:51:31.252,-71.23020845,42.29942546,0.32,3.0,33.0,318.9,4.72016859,0.33877954,7.69795704,-0.01731533,30.58823586,-0.07307686,0.0158027,0.00756577,-0.02288036,14.70314026,999.79418945,-,150.80000305,-,930,-,42.29942703,-71.23020935,-,3.99000001,-,0
Fri May 05 18:50:05 EDT 2017,05-May-2017 18:51:32.254,-71.23020339,42.29943245,0.0,3.0,33.0,0.0,4.95240641,0.34237084,7.59440756,-0.01357055,30.58823586,-0.06490953,0.05460777,0.00347782,-0.03715772,15.52857971,999.68334961,-,150.80000305,-,932,-,42.29943085,-71.23020172,-,3.67000008,-,0
Fri May 05 18:50:06 EDT 2017,05-May-2017 18:51:33.252,-71.23020409,42.29943311,0.15,3.0,33.0,318.9,7.10539198,1.18512988,5.76104784,0.04210321,33.33333206,-0.05942138,0.2699883,0.10049058,-0.2336238,16.07049942,999.63623047,-,150.80000305,-,1866,-,42.29943466,-71.23020172,-,13.42000008,-,1.24274242
Fri May 05 18:50:07 EDT 2017,05-May-2017 18:51:34.252,-71.23022357,42.29944974,1.92,4.0,32.0,318.9,6.92403126,0.79068512,6.01483345,-0.01525121,35.29411697,-0.0022728,0.22197007,-0.03685265,-0.08798262,14.11950111,999.61645508,-,150.80000305,-,1414,-,42.29944992,-71.23022461,-,11.63000011,-,6.83508301
Fri May 05 18:50:08 EDT 2017,05-May-2017 18:51:35.252,-71.23025542,42.29948564,4.11,3.0,34.0,321.2,5.5066638,-0.18914193,7.08444262,-0.02356845,35.29411697,-0.05570979,0.15424417,-0.07340021,-0.10122275,14.66052151,999.61987305,-,150.80000305,-,2185,-,42.29948425,-71.23025513,-,17.34000015,-,10.56331062
Fri May 05 18:50:09 EDT 2017,05-May-2017 18:51:36.254,-71.23029213,42.29952473,4.94,3.0,34.0,321.3,2.83533335,-0.09576806,8.66042614,-0.00946367,30.98039246,-0.07070746,-0.16528779,-0.03008006,0.06192953,15.33612728,999.65307617,-,150.80000305,-,1624,-,42.29952621,-71.23029327,-,4.71000004,-,8.69919682
Fri May 05 18:50:10 EDT 2017,05-May-2017 18:51:37.252,-71.23030805,42.29954753,2.95,3.0,33.0,324.4,1.68551803,0.29029694,9.06564426,0.00198627,30.58823586,-0.0607334,-0.29061118,0.00402695,0.10335827,29.39955139,999.66479492,-,150.80000305,-,905,-,42.2995491,-71.23030853,-,3.95000005,-,3.72822714
Fri May 05 18:50:11 EDT 2017,05-May-2017 18:51:38.253,-71.23030524,42.29954342,0.0,3.0,33.0,0.0,4.74171638,0.2124854,7.5788455,-0.00581052,30.58823586,-0.08812097,0.02904278,0.00134232,-0.04832334,14.44922733,999.69946289,-,152.6000061,-,922,-,42.29954529,-71.23030853,-,4.07000017,-,0.62137121
Fri May 05 18:50:12 EDT 2017,05-May-2017 18:51:39.252,-71.23030379,42.2995457,0.43,4.0,34.0,324.4,7.24365711,0.0700304,6.63971996,0.02003923,30.58823586,0.00203062,0.28408259,-0.01317909,-0.14405479,14.2195406,999.73217773,-,152.6000061,-,933,-,42.29954529,-71.2303009,-,4.03000021,-,0.62137121
Fri May 05 18:50:13 EDT 2017,05-May-2017 18:51:40.252,-71.23030132,42.29954598,0.0,3.0,33.0,0.0,5.3791728,0.15023616,7.54173517,0.00598145,30.58823586,-0.03439357,0.08908086,-0.01269098,-0.02312441,13.81624126,999.68579102,-,152.6000061,-,929,-,42.29954529,-71.2303009,-,3.91000009,-,0
Fri May 05 18:50:14 EDT 2017,05-May-2017 18:51:41.253,-71.23029935,42.29954755,0.0,3.0,33.0,0.0,5.25646973,0.17597382,7.37294436,-0.01523948,30.58823586,-0.07648528,0.08151509,-0.00237956,-0.06931224,13.42729855,999.63256836,-,152.6000061,-,924,-,42.2995491,-71.2303009,-,3.91000009,-,0
