copyright 2017 martin lurie GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Air Fuel Ratio(Measured)(:1),Barometer (on Android device)(mb),CO₂ in g/km (Instantaneous)(g/km),Engine Coolant Temperature(°F),Engine Oil Temperature(°F),Engine RPM(rpm),Fuel pressure(psi),GPS Latitude(°),GPS Longitude(°),Kilometers Per Litre(Instant)(kpl),Mass Air Flow Rate(g/s),NOx Post SCR(ppm),Speed (OBD)(mph)
Fri May 05 18:50:15 EDT 2017,05-May-2017 18:51:42.252,-71.23029684,42.29955062,0.0,3.0,33.0,0.0,5.01764822,0.36930561,6.78816032,-0.00866721,30.58823586,-0.13840136,0.05717039,0.01732806,-0.12892325,13.35552025,999.62915039,-,152.6000061,-,914,-,42.2995491,-71.23029327,-,3.75,-,0
Fri May 05 18:50:16 EDT 2017,05-May-2017 18:51:43.253,-71.23029757,42.29955163,0.22,3.0,34.0,324.4,8.10018253,0.2717419,4.5591588,0.04748297,38.82352829,0.11648142,0.33045349,-0.08627424,-0.03001906,16.20553017,999.60595703,-,154.3999939,-,1378,-,42.29955292,-71.2303009,-,6.07999992,-,0.62137121
Fri May 05 18:50:17 EDT 2017,05-May-2017 18:51:44.253,-71.2303071,42.29956604,1.66,3.0,34.0,324.4,5.28639746,-0.29568392,6.82826328,0.0137863,31.76470566,-0.11891207,0.08456583,-0.05045884,-0.12483528,13.84719467,999.57495117,-,154.3999939,-,1155,-,42.29956436,-71.23030853,-,5.28999996,-,4.97096968
Fri May 05 18:50:18 EDT 2017,05-May-2017 18:51:45.253,-71.23031775,42.29958396,2.06,3.0,34.0,333.6,5.30495262,-0.9211691,5.485116,-0.15493292,32.94117737,-0.2162264,0.08645728,-0.11421879,-0.26175141,14.39584351,999.63256836,-,154.3999939,-,1130,-,42.29958344,-71.23031616,-,10.09000015,-,5.59234095
Fri May 05 18:50:19 EDT 2017,05-May-2017 18:51:46.253,-71.23031426,42.2996093,2.69,3.0,34.0,2.3,5.61799431,-2.35469747,6.91026449,0.00058782,34.50980377,-0.07292405,0.10616489,-0.17443992,-0.09908725,14.70672894,999.51831055,-,154.3999939,-,1795,-,42.29961014,-71.23031616,-,13.60000038,-,8.69919682
Fri May 05 18:50:20 EDT 2017,05-May-2017 18:51:47.252,-71.2302815,42.29964764,4.26,4.0,33.0,29.5,6.03877544,-1.09654438,7.47350073,0.01289089,36.86274719,-0.01386312,0.16126083,-0.13209599,-0.05906184,14.70134544,999.48974609,-,154.3999939,-,2283,-,42.29964828,-71.23027802,-,21.45999908,-,11.18468189
Fri May 05 18:50:21 EDT 2017,05-May-2017 18:51:48.253,-71.23022649,42.29969359,6.4,3.0,32.0,44.7,6.86417627,-0.2184709,7.11616611,0.05287429,42.35294342,-0.05688392,0.26352081,-0.02617514,-0.20970622,15.41418457,999.58740234,-,154.3999939,-,3437,-,42.29969406,-71.23022461,-,34.20999908,-,17.39839363
Fri May 05 18:50:22 EDT 2017,05-May-2017 18:51:49.252,-71.23013871,42.29975381,9.37,3.0,32.0,48.4,4.49810648,-0.01975216,6.98568201,-0.09148514,43.13725662,-0.10750563,0.04637088,-0.02117197,-0.08243032,14.64347458,999.51049805,-,154.3999939,-,4716,-,42.2997551,-71.23014069,-,56.95000076,-,23.61210442
Fri May 05 18:50:23 EDT 2017,05-May-2017 18:51:50.252,-71.230044,42.29980315,10.69,3.0,30.0,50.7,2.93050289,-0.16160862,8.03434277,-0.06650895,34.50980377,-0.12777223,-0.15558651,-0.03679163,-0.00189141,29.26945496,999.66796875,-,154.3999939,-,4542,-,42.29980469,-71.2300415,-,14.10999966,-,22.36936378
Fri May 05 18:50:24 EDT 2017,05-May-2017 18:51:51.252,-71.22995616,42.29985404,9.81,3.0,29.0,50.4,3.51349092,0.20231004,8.7986908,0.0275569,33.72549057,-0.09055292,-0.11995417,-0.00976229,0.02446675,29.39955139,999.72509766,-,154.3999939,-,4123,-,42.29985428,-71.22995758,-,11.98999977,-,20.50524902
Fri May 05 18:50:25 EDT 2017,05-May-2017 18:51:52.255,-71.22987379,42.29990086,8.93,3.0,28.0,50.1,3.44166493,0.42736501,7.88650036,-0.01632837,33.33333206,-0.07502563,-0.08572514,0.01134866,0.02654121,29.39955139,999.77929688,-,156.19999695,-,3705,-,42.29990005,-71.22987366,-,10.64000034,-,18.01976395
Fri May 05 18:50:26 EDT 2017,05-May-2017 18:51:53.252,-71.22980262,42.29994573,8.01,3.0,28.0,50.7,3.4362781,0.41898531,8.64665985,-0.0225382,32.94117737,-0.05024899,-0.10402941,0.02239225,0.06052624,29.39955139,999.86914062,-,156.19999695,-,3308,-,42.29994583,-71.22980499,-,8.84000015,-,16.77702141
Fri May 05 18:50:27 EDT 2017,05-May-2017 18:51:54.252,-71.22973742,42.2999859,7.17,3.0,27.0,49.9,3.19326663,0.23463176,7.95892477,-0.06393945,31.76470566,-0.08488014,-0.11909997,-0.01330112,0.03026307,29.39955139,999.82983398,-,156.19999695,-,2940,-,42.29998779,-71.22973633,-,6.96000004,-,14.29153728
Fri May 05 18:50:28 EDT 2017,05-May-2017 18:51:55.253,-71.22967557,42.30002319,6.14,3.0,27.0,50.0,4.36283398,0.44651863,7.76858616,-0.02905846,31.76470566,-0.03709234,0.00841994,-0.03392396,0.02306336,29.39955139,999.80957031,-,158,-,2041,-,42.30002213,-71.22967529,-,5.90999985,-,13.04879475
Fri May 05 18:50:29 EDT 2017,05-May-2017 18:51:56.253,-71.22962395,42.3000573,5.9,3.0,26.0,50.1,4.05098915,0.09696517,7.9984293,-0.02038846,30.98039246,-0.08569043,-0.04136774,-0.01043345,-0.00555231,29.39955139,999.85571289,-,158,-,803,-,42.30005646,-71.22962189,-,4.90999985,-,12.42742348
Fri May 05 18:50:30 EDT 2017,05-May-2017 18:51:57.252,-71.22957201,42.30008855,5.63,3.0,26.0,49.9,3.48176789,0.23403321,8.58919907,-0.00304744,30.98039246,-0.06284998,-0.10897157,0.00488114,0.04960467,13.7686882,999.92382812,-,159.80000305,-,884,-,42.30008698,-71.22956848,-,4.80999994,-,11.18468189
Fri May 05 18:50:31 EDT 2017,05-May-2017 18:51:58.252,-71.22953377,42.3001175,4.68,3.0,26.0,49.5,3.39737225,-0.36212301,9.26376534,-0.0045781,30.58823586,0.00684064,-0.10799535,-0.05723142,0.12343199,13.94364643,999.93823242,-,159.80000305,-,990,-,42.30011749,-71.22953033,-,4.55999994,-,8.69919682
Fri May 05 18:50:32 EDT 2017,05-May-2017 18:51:59.254,-71.22950777,42.30014025,3.44,3.0,25.0,48.7,3.2950201,0.14844051,8.7005291,0.01005769,30.58823586,-0.05117944,-0.1184288,-0.00518622,0.06601749,13.66236877,999.90869141,-,159.80000305,-,989,-,42.30014038,-71.22950745,-,3.78999996,-,6.21371174
Fri May 05 18:50:33 EDT 2017,05-May-2017 18:52:00.252,-71.22948906,42.3001539,2.24,3.0,25.0,49.2,3.75889659,0.06105214,8.51856995,0.01071846,30.58823586,-0.06196812,-0.07815934,-0.01970762,0.0380729,13.38692379,999.88549805,-,159.80000305,-,894,-,42.30015564,-71.22949219,-,3.91000009,-,3.72822714
Fri May 05 18:50:34 EDT 2017,05-May-2017 18:52:01.252,-71.22947246,42.30016016,1.42,3.0,25.0,49.2,3.82593441,0.15981296,7.89128876,-0.01973274,30.58823586,-0.10557605,-0.0643091,-0.00402695,-0.01647387,13.48472023,999.93481445,-,159.80000305,-,905,-,42.30015945,-71.2294693,-,3.78999996,-,2.48548484
Fri May 05 18:50:35 EDT 2017,05-May-2017 18:52:02.252,-71.22946175,42.30016352,0.93,3.0,26.0,49.2,3.69126058,0.12449849,8.85555363,-0.0107618,30.58823586,-0.02159449,-0.07803731,-0.00762679,0.0818202,13.57668495,999.93603516,-,159.80000305,-,881,-,42.30016327,-71.22946167,-,3.5999999,-,0.62137121
Fri May 05 18:50:36 EDT 2017,05-May-2017 18:52:03.251,-71.22946201,42.30016442,0.0,3.0,26.0,0.0,4.48134708,0.08559271,8.37431908,0.02979445,30.58823586,-0.12598616,-0.02684632,-0.01092156,-0.05893984,13.54617882,999.95361328,-,159.80000305,-,880,-,42.30016327,-71.22946167,-,3.6400001,-,0
Fri May 05 18:50:37 EDT 2017,05-May-2017 18:52:04.253,-71.22946239,42.30016259,0.0,3.0,26.0,0.0,4.46398926,0.15502456,8.26298904,0.01905227,30.58823586,-0.0421818,0.00073217,-0.00451506,0.02141606,13.61885357,999.89770508,-,159.80000305,-,870,-,42.30016327,-71.22946167,-,3.42000008,-,0
Fri May 05 18:50:38 EDT 2017,05-May-2017 18:52:05.252,-71.22946329,42.3001624,0.0,3.0,26.0,0.0,4.46758032,0.11372458,8.28214264,0.02088386,30.19607925,-0.0434902,0.0051252,-0.00652853,0.0175721,13.67358398,999.8347168,-,159.80000305,-,883,-,42.30016327,-71.22946167,-,3.38000011,-,0
Fri May 05 18:50:38 EDT 2017,05-May-2017 18:52:06.253,-71.22946329,42.3001624,0.0,3.0,26.0,0.0,4.24851084,0.11013328,7.44656563,-0.02042463,30.19607925,-0.06722348,-0.00854204,-0.01665691,-0.00189141,13.54617882,999.93041992,-,159.80000305,-,861,-,42.30016327,-71.22946167,-,3.24000001,-,0
Fri May 05 18:50:40 EDT 2017,05-May-2017 18:52:07.256,-71.22946562,42.30016476,0.0,3.0,25.0,0.0,4.49810648,0.11073183,8.25939751,-0.01202428,30.19607925,-0.04090898,0.00420997,-0.00903012,0.02104995,13.71261311,999.90869141,-,159.80000305,-,877,-,42.30016327,-71.2294693,-,3.20000005,-,0
Fri May 05 18:50:41 EDT 2017,05-May-2017 18:52:08.253,-71.22946358,42.30016517,0.0,3.0,25.0,0.0,4.2598834,0.04309563,7.52318048,-0.05713224,30.19607925,-0.05417392,-0.00225756,-0.0132401,0.00951827,13.69601536,999.88891602,-,159.80000305,-,861,-,42.30016327,-71.22946167,-,3.16000009,-,0
Fri May 05 18:50:42 EDT 2017,05-May-2017 18:52:09.252,-71.22946207,42.30016401,0.0,3.0,25.0,0.0,4.46039772,0.1388637,8.07085419,0.00783467,30.19607925,-0.05957443,0.01214185,0.00829795,0.00219656,13.66909695,999.93603516,-,159.80000305,-,863,-,42.30016327,-71.22946167,-,3.24000001,-,0
Fri May 05 18:50:43 EDT 2017,05-May-2017 18:52:10.252,-71.22946129,42.30016382,0.0,3.0,25.0,0.0,4.19583845,0.07541735,7.37833118,-0.01057156,30.19607925,-0.05311794,0.00604042,-0.00732172,0.01299602,13.76465034,999.92456055,-,159.80000305,-,859,-,42.30016327,-71.22946167,-,3.05999994,-,0
Fri May 05 18:50:44 EDT 2017,05-May-2017 18:52:11.252,-71.22946184,42.30016554,0.0,3.0,25.0,0.0,4.3873744,0.13946225,7.67880344,-0.01349157,30.19607925,-0.09806968,0.00469809,0.00835896,-0.03776783,14.53536129,999.96923828,-,159.80000305,-,857,-,42.30016708,-71.22946167,-,3.13000011,-,0
Fri May 05 18:50:45 EDT 2017,05-May-2017 18:52:12.253,-71.2294623,42.30016628,0.0,3.0,25.0,0.0,4.55796146,0.21188685,8.16841793,-0.00148007,30.19607925,-0.10325644,0.00274563,0.00616245,-0.04258797,14.56317329,1000.00244141,-,159.80000305,-,846,-,42.30016708,-71.22946167,-,3.13000011,-,0
Fri May 05 18:50:46 EDT 2017,05-May-2017 18:52:13.252,-71.22946216,42.30016717,0.0,3.0,26.0,0.0,4.47536135,0.12030864,8.18098736,0.01837975,30.19607925,-0.09171806,0.00067117,0.00378289,-0.02812756,14.61072731,999.96484375,-,161.6000061,-,836,-,42.30016708,-71.22946167,-,3.08999991,-,0
Fri May 05 18:50:47 EDT 2017,05-May-2017 18:52:14.252,-71.22946239,42.30016725,0.0,3.0,26.0,0.0,4.39635277,0.15622166,8.11454773,0.00863618,30.58823586,-0.05877265,0.00561331,0.01006736,0.00665054,14.72691631,999.92700195,-,161.6000061,-,859,-,42.30016708,-71.22946167,-,3.30999994,-,0
Fri May 05 18:50:48 EDT 2017,05-May-2017 18:52:15.253,-71.22946249,42.30016715,0.0,3.0,26.0,0.0,4.34068775,0.09217677,7.81766701,-0.00295108,30.19607925,-0.03595489,0.01622982,0.00079319,0.02696837,14.79824543,999.99316406,-,161.6000061,-,861,-,42.30016708,-71.22946167,-,3.20000005,-,0
Fri May 05 18:50:49 EDT 2017,05-May-2017 18:52:16.252,-71.22946247,42.3001671,0.0,3.0,26.0,0.0,4.46698189,0.11671733,8.11454773,-0.00668666,30.19607925,-0.08363739,0.00939622,0.00567433,-0.02379558,14.64975643,999.93432617,-,161.6000061,-,852,-,42.30016708,-71.22946167,-,3.08999991,-,0
Fri May 05 18:50:50 EDT 2017,05-May-2017 18:52:17.254,-71.22946249,42.30016708,0.0,3.0,26.0,0.0,4.23474407,0.09157822,7.67401505,-0.03875464,30.19607925,-0.10617964,-0.01086056,0.00347782,-0.03825595,14.64885807,999.96679688,-,161.6000061,-,850,-,42.30016708,-71.22946167,-,3.02999997,-,0
Fri May 05 18:50:51 EDT 2017,05-May-2017 18:52:18.252,-71.22946251,42.30016708,0.0,3.0,26.0,0.0,4.46279192,0.11492168,8.10078144,0.01058984,30.19607925,-0.12046819,-0.00872505,-0.00311173,-0.05576705,14.67756844,999.97167969,-,161.6000061,-,844,-,42.30016708,-71.22946167,-,3.05999994,-,0
Fri May 05 18:50:52 EDT 2017,05-May-2017 18:52:19.253,-71.22946252,42.30016707,0.0,3.0,26.0,0.0,4.43286467,0.0676362,8.1510601,-0.01053375,30.19607925,-0.10258181,-0.00976228,0.00530824,-0.03477815,14.74396324,1000.01538086,-,161.6000061,-,851,-,42.30016708,-71.22946167,-,3.13000011,-,0
Fri May 05 18:50:53 EDT 2017,05-May-2017 18:52:20.253,-71.22946256,42.30016706,0.0,3.0,26.0,0.0,4.48134708,0.16101007,8.13250446,-0.00397906,30.19607925,-0.05300243,0.01427736,0.01055548,0.00848099,14.68698978,1000.01904297,-,161.6000061,-,840,-,42.30016708,-71.22946167,-,3.20000005,-,0
Fri May 05 18:50:54 EDT 2017,05-May-2017 18:52:21.252,-71.22946256,42.30016705,0.0,3.0,26.0,0.0,4.34188461,0.04908114,7.91163969,-0.01220281,30.58823586,-0.05518878,0.01610776,0.00878606,0.00500324,14.74710369,999.96923828,-,161.6000061,-,853,-,42.30016708,-71.22946167,-,3.24000001,-,0
Fri May 05 18:50:55 EDT 2017,05-May-2017 18:52:22.252,-71.22946257,42.30016703,0.0,3.0,26.0,0.0,4.36403131,0.08439561,8.12292767,0.00772816,30.19607925,-0.05968095,0.00231857,0.00274564,0.00750477,14.81035709,999.95825195,-,161.6000061,-,848,-,42.30016708,-71.22946167,-,3.24000001,-,0
Fri May 05 18:50:56 EDT 2017,05-May-2017 18:52:23.253,-71.22946258,42.300167,0.0,3.0,26.0,0.0,4.50768328,0.07362171,8.17919159,0.01975554,30.19607925,-0.04764947,0.01696199,0.00164739,0.01324013,14.66769886,1000.04467773,-,161.6000061,-,851,-,42.30016708,-71.22946167,-,3,-,0
Fri May 05 18:50:57 EDT 2017,05-May-2017 18:52:24.252,-71.22946259,42.30016699,0.0,3.0,26.0,0.0,4.25210238,0.07182605,7.65306568,-0.00903682,30.19607925,-0.05947316,0.00140334,0.00219651,0.00823698,14.73364544,999.96923828,-,161.6000061,-,846,-,42.30016708,-71.22946167,-,3.05999994,-,0
Fri May 05 18:50:58 EDT 2017,05-May-2017 18:52:25.252,-71.22946262,42.30016695,0.0,3.0,26.0,0.0,4.38557911,0.01735796,7.56208611,-0.01774173,30.19607925,-0.10858635,0.00451508,-0.00408796,-0.04966563,14.74396324,1000.02539062,-,161.6000061,-,844,-,42.30016708,-71.22946167,-,3.16000009,-,0
Fri May 05 18:50:59 EDT 2017,05-May-2017 18:52:26.252,-71.22946259,42.30016694,0.0,3.0,26.0,0.0,5.3737855,-0.18315643,7.50462532,0.00881457,37.25490189,-0.05859417,0.10524967,-0.02452775,-0.05552299,16.00455284,1000.01635742,-,161.6000061,-,1203,-,42.30016708,-71.22946167,-,8.92000008,-,0
Fri May 05 18:51:00 EDT 2017,05-May-2017 18:52:27.254,-71.22945718,42.30017028,0.9,3.0,26.0,49.2,6.95934582,-0.09457096,6.80910969,0.06026918,36.47058868,-0.07464847,0.20860794,0.03062919,-0.16449457,13.44165421,999.93212891,-,161.6000061,-,1609,-,42.3001709,-71.22945404,-,22.37000084,-,3.72822714
Fri May 05 18:51:01 EDT 2017,05-May-2017 18:52:28.252,-71.22943037,42.30018889,3.11,3.0,25.0,50.6,5.87477255,0.19153613,6.96473265,-0.00326174,37.64706039,-0.07067461,0.15631868,0.0136672,-0.11055792,14.50799561,999.93481445,-,161.6000061,-,2071,-,42.30018997,-71.22943115,-,26.20999908,-,10.56331062
Fri May 05 18:51:02 EDT 2017,05-May-2017 18:52:29.251,-71.22937399,42.30022784,5.9,3.0,24.0,49.8,6.42244625,0.19692309,6.34762716,0.01639628,40,-0.02050588,0.27694395,-0.03166643,-0.15686776,14.94583702,999.90112305,-,161.6000061,-,3238,-,42.30022812,-71.22937775,-,38.38999939,-,16.15565109
Fri May 05 18:51:03 EDT 2017,05-May-2017 18:52:30.256,-71.22930293,42.30027137,7.9,3.0,24.0,49.6,4.56933403,-0.18614918,8.52515411,-0.0126949,32.15686417,-0.05436035,0.01775516,0.03746279,0.00402692,13.96966457,999.9921875,-,163.3999939,-,2591,-,42.30027008,-71.22930145,-,7.23999977,-,16.77702141
Fri May 05 18:51:04 EDT 2017,05-May-2017 18:52:31.252,-71.22922177,42.30032259,8.83,3.0,24.0,50.3,6.91744709,1.19949508,7.47170496,0.11284953,44.70588303,0.04547638,0.26260558,0.11641531,-0.05887879,14.4581995,999.92211914,-,163.3999939,-,2423,-,42.30032349,-71.22922516,-,41.70000076,-,21.74799156
Fri May 05 18:51:05 EDT 2017,05-May-2017 18:52:32.252,-71.22911378,42.30038868,11.1,3.0,24.0,50.3,6.17464638,0.10414778,7.68000031,0.07230955,43.13725662,-0.05623918,0.24802317,0.10994779,-0.18822916,14.69147587,999.98095703,-,163.3999939,-,3062,-,42.30038834,-71.22911072,-,47.95999908,-,26.71896172
Fri May 05 18:51:06 EDT 2017,05-May-2017 18:52:33.252,-71.22898864,42.30046487,13.02,3.0,24.0,49.7,3.76129079,-0.32561144,7.70513964,0.06071594,31.76470566,0.04957937,0.04563871,0.0776102,0.1044565,14.25004482,999.97753906,-,163.3999939,-,2683,-,42.30046463,-71.22898865,-,6.78999996,-,28.58307457
Fri May 05 18:51:07 EDT 2017,05-May-2017 18:52:34.253,-71.22886128,42.30054674,13.24,3.0,24.0,49.5,4.51307011,0.33339259,8.2731638,0.0152354,32.94117737,-0.03841143,0.0175111,0.0281276,0.02281936,13.35282898,1000.00146484,-,163.3999939,-,2179,-,42.30054855,-71.22885895,-,10.56000042,-,29.20444679
Fri May 05 18:51:08 EDT 2017,05-May-2017 18:52:35.254,-71.2287407,42.3006193,13.2,3.0,23.0,50.4,4.27843857,-0.01795651,7.59919596,-0.02665004,32.15686417,-0.14402494,-0.02342947,-0.02702934,-0.07480355,14.31958008,1000.07299805,-,165.19999695,-,2167,-,42.30062103,-71.22874451,-,7.38000011,-,28.58307457
Fri May 05 18:51:09 EDT 2017,05-May-2017 18:52:36.252,-71.22861893,42.30069239,13.24,3.0,22.0,50.4,4.87160206,0.84754741,8.23904705,0.04724014,33.33333206,-0.09024343,0.04856739,0.07956266,-0.05985502,14.22223186,1000.09350586,-,165.19999695,-,2180,-,42.30069351,-71.22862244,-,9.93000031,-,29.20444679
Fri May 05 18:51:10 EDT 2017,05-May-2017 18:52:37.252,-71.22849901,42.30077377,13.45,3.0,22.0,48.8,4.79319191,-0.18495208,7.35618496,-0.03706759,34.50980377,-0.10449206,0.04606582,-0.0247108,-0.07065453,14.16391277,1000.15234375,-,165.19999695,-,2232,-,42.30077362,-71.22850037,-,14.21000004,-,29.82581711
Fri May 05 18:51:11 EDT 2017,05-May-2017 18:52:38.252,-71.22837076,42.30085928,13.87,3.0,21.0,48.6,5.05834961,1.18572843,9.60015011,0.03961845,34.50980377,0.30700135,-0.00122029,-0.03679163,0.40885687,14.37789822,1000.12915039,-,165.19999695,-,2324,-,42.30085754,-71.22837067,-,15.02999973,-,31.06855965
Fri May 05 18:51:12 EDT 2017,05-May-2017 18:52:39.252,-71.2282435,42.30094507,14.34,3.0,21.0,49.9,4.30058479,-0.05147533,8.5628624,0.0099905,32.54901886,-0.02287832,-0.00414897,-0.0111046,0.0523503,14.31060791,1000.12231445,-,165.19999695,-,2370,-,42.30094528,-71.22824097,-,6.03000021,-,31.68992996
Fri May 05 18:51:13 EDT 2017,05-May-2017 18:52:40.251,-71.228111,42.30102959,14.48,3.0,21.0,50.5,3.8510735,-0.02633622,7.69257021,-0.05533421,31.37254906,-0.12276492,-0.04997071,-0.008542,-0.0363645,14.80676842,1000.16821289,-,165.19999695,-,2350,-,42.30102921,-71.22811127,-,5.73999977,-,31.68992996
Fri May 05 18:51:14 EDT 2017,05-May-2017 18:52:41.254,-71.22797619,42.30111559,14.19,3.0,20.0,51.9,4.11383724,-0.72723877,8.65922928,0.04778129,31.37254906,-0.09118684,-0.02977495,-0.03953727,-0.01189779,29.39955139,1000.20166016,-,165.19999695,-,2306,-,42.30111694,-71.22797394,-,5.46000004,-,31.06855965
Fri May 05 18:51:15 EDT 2017,05-May-2017 18:52:42.252,-71.22783605,42.30118524,13.71,3.0,19.0,55.3,4.36283398,0.260968,8.34319401,0.02783912,31.37254906,-0.03956316,0.00219651,0.02074487,0.02995801,29.39955139,1000.28149414,-,167,-,2242,-,42.30118561,-71.22783661,-,5.34000015,-,29.82581711
Fri May 05 18:51:16 EDT 2017,05-May-2017 18:52:43.252,-71.2276978,42.3012446,13.41,3.0,18.0,59.4,4.1150341,-0.18016368,8.66281986,-0.01352642,31.37254906,-0.02186725,-0.02306341,-0.02422268,0.06253964,29.39955139,1000.29370117,-,167,-,2176,-,42.30124283,-71.22769928,-,5.23000002,-,29.20444679
Fri May 05 18:51:17 EDT 2017,05-May-2017 18:52:44.252,-71.22756336,42.30130117,13.09,3.0,17.0,60.6,3.06397963,-0.33937809,9.13687229,0.00227036,31.37254906,-0.09075002,-0.14484797,0.01592473,0.03801194,29.39955139,1000.4309082,-,167,-,2053,-,42.30130005,-71.22756195,-,5.01000023,-,27.96170425
Fri May 05 18:51:18 EDT 2017,05-May-2017 18:52:45.253,-71.22743813,42.30135417,12.09,3.0,17.0,60.6,3.88878202,-0.30166942,8.05050278,-0.02038133,30.98039246,-0.08780003,-0.04612682,-0.03660859,0.000122,29.39955139,1000.40991211,-,168.80000305,-,1934,-,42.30135345,-71.22743988,-,4.65999985,-,25.47621918
Fri May 05 18:51:19 EDT 2017,05-May-2017 18:52:46.253,-71.22731871,42.30140477,11.77,3.0,17.0,60.2,4.66570044,0.68713588,7.73446846,-0.00883877,36.07843018,-0.08992042,0.06534632,0.04112365,-0.06717673,15.24685383,1000.39477539,-,168.80000305,-,1980,-,42.30140305,-71.22731781,-,20.04000092,-,26.71896172
Fri May 05 18:51:20 EDT 2017,05-May-2017 18:52:47.253,-71.22720342,42.30146684,12.55,3.0,17.0,59.1,5.46416664,0.98222125,6.69837761,-0.00968382,35.29411697,-0.03058773,0.09030119,0.05161811,-0.01311808,13.67089176,1000.36865234,-,168.80000305,-,2135,-,42.3014679,-71.22720337,-,25.39999962,-,28.58307457
Fri May 05 18:51:21 EDT 2017,05-May-2017 18:52:48.252,-71.22705861,42.30153173,13.42,3.0,17.0,58.0,3.94384885,-0.30585927,8.64486408,0.02198247,31.37254906,-0.03056587,-0.04051349,-0.03703569,0.06070929,14.17557716,1000.39477539,-,168.80000305,-,2236,-,42.30153275,-71.22705841,-,5.46000004,-,29.20444679
